has_secondary_education,has_higher_education,work_experience,master_id,rang_id,docs_verified,guarantee,rating,reviews_count,price_socket,discount,cur_score,album_count,photos_count,no_electric_reviews,few_electric_reviews,has_contract,has_insurance,months_on_profi_ru
1,0,14.0,https://profi.ru/profile/MamirovIB2/,130.0,1,0,"4,97",31,,,50.76270525,0,6,1.0,0.0,0,0,72.0
0,1,,https://profi.ru/profile/MansurovDA8/,133.0,1,0,"5,0",11,,,50.549092,1,0,1.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/MardanshinDR2/,45.0,1,0,"5,0",1,,,50.92391,3,0,0.0,0.0,0,0,6.0
1,0,7.0,https://profi.ru/profile/MarkZI/,138.0,1,0,0,0,,,50.63552366666666,0,0,0.0,0.0,0,0,16.0
0,0,7.0,https://profi.ru/profile/MarkelovIV5/,129.0,1,0,"5,0",11,,,50.6819012,2,17,0.0,0.0,0,0,
0,0,7.0,https://profi.ru/profile/MarkitantovDE/,86.0,1,0,"4,74",160,200.0,10.0,50.7759938,1,1,0.0,0.0,0,0,90.0
1,0,5.0,https://profi.ru/profile/MarkovPK/,167.0,1,0,"5,0",2,1000.0,,50.6502876,0,2,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/MartyshinFV/,60.0,1,0,0,0,,,50.749504,0,0,0.0,0.0,0,0,3.0
1,0,7.0,https://profi.ru/profile/MarupovRI/,91.0,1,0,0,0,,,50.769379,0,0,0.0,0.0,0,0,6.0
1,0,7.0,https://profi.ru/profile/MashchenkoDA3/,111.0,1,0,"5,0",15,500.0,10.0,50.623423200000005,0,10,0.0,0.0,0,0,13.0
1,1,12.0,https://profi.ru/profile/MatorinKV/,100.0,0,0,"5,0",6,,,50.735931,0,0,0.0,0.0,0,0,
1,0,20.0,https://profi.ru/profile/MatveevMV3/,109.0,1,12,"4,98",132,,20.0,50.76999066666667,0,0,0.0,1.0,0,0,
1,0,7.0,https://profi.ru/profile/MayskiyMD/,115.0,1,0,0,0,,,50.752182,0,0,0.0,0.0,0,0,4.0
1,0,7.0,https://profi.ru/profile/MedostovYaV/,158.0,1,0,0,0,500.0,,50.55989333333334,0,13,0.0,0.0,0,0,77.0
1,0,4.0,https://profi.ru/profile/MelikovSR4/,108.0,1,0,"5,0",2,,,50.53175433333334,0,0,0.0,0.0,0,0,51.0
0,1,,https://profi.ru/profile/MiftahovRI2/,114.0,1,0,"4,50",8,,,50.49735277777778,0,0,1.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/MiftakhovRR10/,84.0,1,0,0,0,,,50.78490525,0,0,0.0,0.0,0,0,5.0
0,1,,https://profi.ru/profile/MihailovSO2/,10.0,1,0,"4,90",41,,,50.61700025,0,9,0.0,1.0,1,0,
1,0,7.0,https://profi.ru/profile/MikhalevSY2/,161.0,1,0,"4,50",10,,,50.63277300000001,0,0,0.0,1.0,0,0,17.0
0,1,7.0,https://profi.ru/profile/MikhaylovAV180/,90.0,0,0,0,0,10000.0,,50.713255,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/MingaleyevRM2/,68.0,1,0,"5,0",2,,,50.755884,0,0,0.0,0.0,0,0,
0,1,7.0,https://profi.ru/profile/MingazovFS/,61.0,1,0,"5,0",1,,,50.828090333333336,0,13,0.0,0.0,0,0,
0,1,7.0,https://profi.ru/profile/MingulovII/,150.0,1,0,0,0,300.0,,50.681757000000005,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/MininAS5/,121.0,1,0,"3,67",3,,,50.74035366666666,0,0,0.0,0.0,0,0,79.0
1,0,7.0,https://profi.ru/profile/MinnigareyevII/,128.0,1,0,"5,0",5,,,50.569208,0,22,0.0,0.0,0,0,23.0
1,0,17.0,https://profi.ru/profile/MinnullinII5/,42.0,1,0,"5,0",1,,,50.805479000000005,3,43,0.0,0.0,0,0,
0,1,7.0,https://profi.ru/profile/MirgazovAA4/,114.0,1,0,0,0,,,50.744435,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/MishinIN7/,78.0,1,0,"5,0",9,,,50.52237385714285,0,0,1.0,0.0,0,0,4.0
1,0,7.0,https://profi.ru/profile/MitinAA32/,140.0,1,0,0,0,,,50.70915025,0,0,0.0,0.0,0,0,4.0
0,0,,https://profi.ru/profile/MotorinOA2/,105.0,1,0,"5,0",10,350.0,,50.610034692307686,0,12,0.0,0.0,1,0,
0,0,20.0,https://profi.ru/profile/MubarakzyanovEF/,159.0,1,0,0,0,,,50.69440866666667,0,8,0.0,0.0,0,0,22.0
0,0,7.0,https://profi.ru/profile/MuhametshinAR/,62.0,1,0,"4,95",43,,10.0,50.70303,0,0,1.0,0.0,0,0,86.0
0,0,13.0,https://profi.ru/profile/MuharlyamovRR2/,107.0,1,6,"4,84",132,500.0,,50.72195166666666,2,2,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/MukhamatullinMM/,46.0,1,0,0,0,,,50.79453,0,0,0.0,0.0,0,0,10.0
0,1,12.0,https://profi.ru/profile/MukhametdinovSR2/,88.0,1,0,"4,96",23,,30.0,50.62649566666667,5,53,0.0,0.0,0,0,
1,0,5.0,https://profi.ru/profile/MukhametshiyeRS/,62.0,1,0,"5,0",1,,,50.745983,0,0,0.0,0.0,0,0,2.0
1,0,3.0,https://profi.ru/profile/MukhametzyanovIA/,129.0,1,0,"5,0",4,,,50.539361500000005,0,0,0.0,0.0,0,0,33.0
1,0,7.0,https://profi.ru/profile/MukhomedzhanovKM/,150.0,0,0,"5,0",1,,,50.6435235,3,1,0.0,0.0,0,0,37.0
1,0,3.0,https://profi.ru/profile/MukhtasarovAF/,42.0,1,0,0,0,,,50.92728,0,0,0.0,0.0,0,0,37.0
1,0,4.0,https://profi.ru/profile/MukhtasibovRR/,150.0,1,0,"5,0",7,,,50.44863925,0,1,0.0,0.0,0,0,50.0
1,0,2.0,https://profi.ru/profile/MukhutdinovII3/,157.0,1,0,0,0,,,50.71388366666667,0,0,0.0,0.0,0,0,27.0
0,1,4.0,https://profi.ru/profile/MullahmetovIG/,137.0,1,0,"5,0",9,,,50.50799677777778,0,1,0.0,0.0,0,0,
1,0,2.0,https://profi.ru/profile/MullinVV3/,37.0,1,0,"4,98",56,350.0,,50.671466,6,21,0.0,0.0,0,0,32.0
0,1,10.0,https://profi.ru/profile/MurtazinRR17/,107.0,1,0,0,0,,,50.53235025,0,0,0.0,0.0,0,0,
0,0,1.0,https://profi.ru/profile/MurzenkovTI/,103.0,1,0,"5,0",11,,,50.59092527272728,0,3,1.0,0.0,0,0,12.0
1,1,15.0,https://profi.ru/profile/MusinII/,129.0,1,12,"4,0",4,,10.0,50.73132233333333,0,12,0.0,0.0,0,0,
1,0,16.0,https://profi.ru/profile/MusiyenkoAV4/,145.0,1,0,"5,0",2,,,50.7701682,0,9,0.0,0.0,0,0,13.0
1,0,7.0,https://profi.ru/profile/MustafinRA22/,116.0,1,0,0,0,,,50.743651,0,0,0.0,0.0,0,0,1.0
1,0,8.0,https://profi.ru/profile/MuzafarovJJ/,138.0,1,0,"4,72",25,150.0,100.0,50.651981500000005,0,0,1.0,0.0,0,0,
1,0,3.0,https://profi.ru/profile/MuzafarovRR6/,129.0,1,0,0,0,,,50.7354935,0,0,0.0,0.0,0,0,31.0
1,0,8.0,https://profi.ru/profile/NabiullinIR5/,89.0,1,0,"5,0",1,,,50.8011862,0,10,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/NabiullinRH/,59.0,1,0,"5,0",18,500.0,,50.56683922222223,0,1,0.0,0.0,0,0,
1,0,5.0,https://profi.ru/profile/NabiyevIS5/,118.0,1,0,"5,0",2,,,50.44034042857143,0,0,0.0,0.0,0,0,2.0
1,0,5.0,https://profi.ru/profile/NabiyevNN/,58.0,1,0,"5,0",9,,,50.87119533333333,0,0,1.0,0.0,0,0,55.0
1,0,5.0,https://profi.ru/profile/NadiktaSB/,130.0,1,0,"5,0",25,,,50.457622125,0,0,0.0,1.0,0,0,59.0
0,1,11.0,https://profi.ru/profile/NasabaevDV/,116.0,0,0,"5,0",11,400.0,,50.80006,8,28,0.0,0.0,1,0,
1,0,3.0,https://profi.ru/profile/NasibullinRI4/,130.0,1,0,"4,20",5,,,50.78616333333334,0,7,0.0,0.0,0,0,35.0
1,0,3.0,https://profi.ru/profile/NasybullinDF/,157.0,0,1,"5,0",7,,10.0,50.51395577777778,0,17,0.0,0.0,1,0,
1,0,5.0,https://profi.ru/profile/NaumetovRR/,155.0,1,0,0,0,,,50.61435075,0,6,0.0,0.0,0,0,2.0
0,1,10.0,https://profi.ru/profile/NaumovDV42/,36.0,1,0,0,0,,5.0,50.815545,5,4,0.0,0.0,0,0,
1,0,16.0,https://profi.ru/profile/NaumovOI4/,23.0,1,0,0,0,,,50.755802,0,13,0.0,0.0,0,0,
1,0,1.0,https://profi.ru/profile/NazarovKV11/,119.0,1,0,"5,0",1,,,50.757730333333335,0,1,0.0,0.0,0,0,12.0
1,0,13.0,https://profi.ru/profile/NazdekovAV/,123.0,1,0,"5,0",7,,,50.7389545,0,0,1.0,0.0,0,0,
1,0,12.0,https://profi.ru/profile/NazhiyevUY2/,93.0,1,0,"5,0",1,,,50.63774,0,2,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/NazmiyevRZ/,105.0,1,0,"5,0",31,,,50.60020108333333,0,0,0.0,1.0,0,0,23.0
0,0,,https://profi.ru/profile/NesterenkoDE2/,96.0,1,0,0,0,,10.0,50.762329,0,0,0.0,0.0,0,0,18.0
1,0,3.0,https://profi.ru/profile/NetsvetayevDV/,67.0,1,0,"4,78",32,,,50.55063644444445,0,0,0.0,0.0,0,0,39.0
0,1,7.0,https://profi.ru/profile/NeustroyevAA2/,106.0,1,0,0,0,,,50.62413,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/NigamatzyanovMR/,142.0,1,0,0,0,,,50.621821,0,9,0.0,0.0,0,0,15.0
1,0,3.0,https://profi.ru/profile/NigmatovRR2/,154.0,1,0,0,0,,,50.53449618181818,5,0,0.0,0.0,0,0,42.0
1,0,20.0,https://profi.ru/profile/NigmatulinRM3/,117.0,1,0,0,0,,,50.743651,0,0,0.0,0.0,0,0,
0,0,5.0,https://profi.ru/profile/NigmatullinAG2/,102.0,1,0,"3,0",2,,,50.7594485,0,8,0.0,0.0,0,0,4.0
0,1,9.0,https://profi.ru/profile/NigmatzyanovBI/,66.0,1,0,0,0,,,50.767372,0,0,0.0,0.0,0,0,
0,0,15.0,https://profi.ru/profile/NigmatzyanovVR2/,81.0,1,0,"4,67",12,,,50.60757018181818,2,3,1.0,0.0,1,0,63.0
0,1,12.0,https://profi.ru/profile/NikitinDN4/,167.0,1,0,"5,0",8,,,50.80003,0,2,0.0,0.0,0,0,
0,1,11.0,https://profi.ru/profile/NikolayevDV51/,153.0,1,0,"5,0",5,500.0,,50.54198827272728,0,21,0.0,0.0,0,0,
1,0,8.0,https://profi.ru/profile/NikonenkoAV9/,141.0,1,0,"1,0",1,,,50.6587275,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/NikulinSV42/,66.0,1,0,"5,0",1,,,50.75836,0,0,0.0,0.0,0,0,5.0
1,0,2.0,https://profi.ru/profile/NizamovAA14/,123.0,1,0,0,0,,,50.74576,1,1,0.0,0.0,0,0,21.0
1,0,6.0,https://profi.ru/profile/NugmanovaLT/,155.0,1,0,"5,0",3,,,50.80003,0,2,0.0,0.0,0,0,68.0
1,0,7.0,https://profi.ru/profile/NureyevDM/,115.0,1,0,0,0,,,50.74536466666667,0,1,0.0,0.0,0,0,5.0
1,0,10.0,https://profi.ru/profile/NurgaliyevSK3/,157.0,1,0,0,0,350.0,10.0,50.6038455,0,10,0.0,0.0,0,0,3.0
0,0,,https://profi.ru/profile/NurullinIR4/,24.0,1,0,"4,76",21,,5.0,50.57820255555556,2,24,0.0,0.0,1,0,50.0
1,0,7.0,https://profi.ru/profile/NurzhanovKK2/,48.0,1,0,0,0,,,50.7878395,0,1,0.0,0.0,0,0,6.0
1,0,7.0,https://profi.ru/profile/NusamiyevKS/,139.0,1,0,0,0,,,50.69411266666666,0,0,0.0,0.0,0,0,10.0
1,0,15.0,https://profi.ru/profile/OOOAlfaavto/,115.0,0,12,"5,0",101,500.0,,50.7288305,1,22,0.0,0.0,0,0,
0,1,28.0,https://profi.ru/profile/ObmolovAV/,103.0,1,12,"4,33",6,300.0,,50.7669165,0,0,1.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/OdinayevAK14/,54.0,1,0,0,0,,,50.748344,0,0,0.0,0.0,0,0,3.0
1,0,19.0,https://profi.ru/profile/OgiiVB/,124.0,1,24,"4,48",21,450.0,,50.7432122,0,2,0.0,1.0,0,0,
0,1,16.0,https://profi.ru/profile/OglyRR/,120.0,1,0,0,0,,,50.764097,0,0,0.0,0.0,0,0,
1,0,6.0,https://profi.ru/profile/OlenichenkoSN/,81.0,1,0,"5,0",26,350.0,10.0,50.7735654,2,16,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/OrekhovZA/,69.0,1,0,0,0,,,50.66056,0,0,0.0,0.0,0,0,3.0
1,0,5.0,https://profi.ru/profile/OsipovIK3/,64.0,1,0,"5,0",1,200.0,,50.53397875,0,7,0.0,0.0,0,0,4.0
0,0,,https://profi.ru/profile/OsipovRN2/,62.0,1,0,"4,93",15,,,50.629072,0,0,0.0,1.0,0,0,
1,1,23.0,https://profi.ru/profile/OsipovRV3/,91.0,1,1,"5,0",35,,,50.787485333333336,0,2,0.0,0.0,0,0,84.0
1,0,7.0,https://profi.ru/profile/OstrovskiyYS2/,37.0,1,0,0,0,,,50.91009,0,0,0.0,0.0,0,0,7.0
0,1,13.0,https://profi.ru/profile/OvchinnikovDS27/,117.0,1,0,0,0,,,50.764668,0,0,0.0,0.0,0,0,
1,0,14.0,https://profi.ru/profile/OvsyankinPS/,100.0,0,0,0,0,,5.0,50.422160000000005,0,10,0.0,0.0,1,0,
1,0,18.0,https://profi.ru/profile/ParukovAA/,61.0,1,0,0,0,,5.0,50.7452795,0,8,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/PatskovGV/,130.0,0,0,"4,76",25,,10.0,50.5184775,0,0,0.0,1.0,1,0,5.0
1,0,2.0,https://profi.ru/profile/PavlovAG38/,87.0,1,0,"5,0",3,,,50.79621766666667,0,17,0.0,0.0,0,0,27.0
1,0,,https://profi.ru/profile/PetrenkoAM24/,88.0,1,0,"5,0",10,250.0,,50.58968909090909,0,0,1.0,0.0,0,0,3.0
1,0,23.0,https://profi.ru/profile/PetuhovDV8/,92.0,1,0,"5,0",2,,,50.81615233333334,0,3,0.0,0.0,0,0,
1,0,10.0,https://profi.ru/profile/PikushevVV/,9.0,1,0,"5,0",40,,,50.62607925,5,0,0.0,1.0,0,0,
0,0,1.0,https://profi.ru/profile/PimoshinAR3/,112.0,1,0,0,0,,,50.768066,0,4,0.0,0.0,0,0,21.0
0,0,,https://profi.ru/profile/PirogovAV25/,93.0,1,0,0,0,,,50.666055,0,0,0.0,0.0,1,0,
1,0,6.0,https://profi.ru/profile/PlastininDA/,123.0,1,0,"5,0",4,,,50.470395375,0,0,0.0,0.0,0,0,75.0
1,0,5.0,https://profi.ru/profile/PlatunovVV/,110.0,1,0,0,0,,,50.606672625,0,4,0.0,0.0,0,0,2.0
0,0,23.0,https://profi.ru/profile/PolatovAV/,18.0,1,0,"5,0",19,,,50.56824566666667,0,0,1.0,0.0,0,0,
1,1,7.0,https://profi.ru/profile/PolonskiiNA/,18.0,1,0,"5,0",112,300.0,,50.602518125,0,87,0.0,0.0,0,0,
1,0,18.0,https://profi.ru/profile/PolushinVS/,133.0,1,0,"5,0",11,300.0,,50.598473,0,13,0.0,1.0,0,0,
1,0,4.0,https://profi.ru/profile/PonomarevOV12/,82.0,1,0,"4,97",147,,5.0,50.61631833333333,0,10,0.0,0.0,0,0,
1,0,23.0,https://profi.ru/profile/PonomarevYB/,157.0,1,0,"5,0",18,,,50.5503386,8,9,0.0,1.0,0,0,
1,0,6.0,https://profi.ru/profile/PopovEV24/,156.0,1,0,"5,0",2,300.0,,50.366941,0,0,0.0,0.0,0,0,76.0
1,0,8.0,https://profi.ru/profile/PopovMO9/,72.0,1,0,"5,0",13,,,50.76278,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/PopovNO10/,106.0,0,0,"4,76",90,,,50.595647,0,0,0.0,0.0,0,0,23.0
1,0,3.0,https://profi.ru/profile/PotapovIV28/,133.0,1,0,0,0,,,50.767593,0,2,0.0,0.0,0,0,3.0
1,0,1.0,https://profi.ru/profile/ProkhorovNS3/,99.0,1,0,0,0,,,50.7790975,0,0,0.0,0.0,0,0,15.0
0,1,,https://profi.ru/profile/ProkopyevAM2/,57.0,1,0,"4,92",53,,,50.58146466666667,1,1,0.0,0.0,0,0,
1,0,9.0,https://profi.ru/profile/PronozaOV/,102.0,1,12,"4,69",39,300.0,,50.7386725,0,4,0.0,0.0,0,0,
0,1,22.0,https://profi.ru/profile/RafigSR/,103.0,1,0,"5,0",3,,,50.58150081818182,0,0,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/RagimshinKA2/,125.0,1,0,"5,0",3,250.0,,50.663027,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/RakhmatullinBR/,147.0,1,0,0,0,,,50.6548135,0,0,0.0,0.0,0,0,7.0
1,0,4.0,https://profi.ru/profile/RakhmatullinYG/,134.0,1,0,0,0,,,50.63458057142857,0,0,0.0,0.0,0,0,41.0
0,0,4.0,https://profi.ru/profile/RakhmatullinZF/,148.0,1,0,"5,0",1,,,50.542052727272726,0,7,0.0,0.0,0,0,53.0
0,1,13.0,https://profi.ru/profile/RedyaRS/,56.0,0,0,"4,50",6,,,50.7736315,0,3,1.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/RengachAS2/,94.0,1,0,0,0,,,50.680424,0,0,0.0,0.0,0,0,9.0
1,0,7.0,https://profi.ru/profile/RepinDN3/,136.0,0,12,"4,89",9,,,50.54495363636364,0,1,0.0,1.0,0,0,30.0
1,0,33.0,https://profi.ru/profile/RodionovMV/,66.0,0,0,"4,79",14,300.0,,50.67235466666667,0,0,0.0,1.0,0,0,
0,0,,https://profi.ru/profile/RomanovIA53/,84.0,1,0,"5,0",14,,,50.6738404,0,0,1.0,0.0,0,0,52.0
0,0,,https://profi.ru/profile/RomanovSS22/,118.0,1,0,"5,0",9,,,50.5386513,0,0,0.0,1.0,0,0,66.0
0,1,7.0,https://profi.ru/profile/RomanovUU2/,177.0,1,0,"4,81",27,,,50.80003,0,0,0.0,1.0,0,0,
0,0,,https://profi.ru/profile/RozikovMM11/,102.0,1,0,"5,0",11,,,50.760233142857146,0,1,1.0,0.0,0,0,19.0
1,0,7.0,https://profi.ru/profile/RudenkoMY6/,101.0,1,0,0,0,,,50.759571,0,0,0.0,0.0,0,0,4.0
0,0,,https://profi.ru/profile/RustamkhanovTZ/,141.0,0,0,0,0,,,50.749704,0,9,0.0,0.0,0,0,2.0
0,0,,https://profi.ru/profile/RyabinkinAA2/,138.0,1,0,"5,0",3,,,50.652146,0,0,0.0,0.0,0,0,74.0
1,0,3.0,https://profi.ru/profile/RyskulovIR2/,140.0,1,0,"4,64",14,1500.0,15.0,50.51000625,0,0,0.0,0.0,0,0,38.0
1,0,7.0,https://profi.ru/profile/RyzhovOA4/,104.0,1,0,0,0,,,50.697267,0,0,0.0,0.0,0,0,4.0
0,0,5.0,https://profi.ru/profile/SabirovAR24/,91.0,1,0,0,0,,,50.782066400000005,0,6,0.0,0.0,0,0,
0,0,4.0,https://profi.ru/profile/SabirovAT2/,97.0,1,0,"4,97",129,,,50.817854,0,3,0.0,1.0,0,0,55.0
1,0,7.0,https://profi.ru/profile/SabirovEA2/,110.0,1,0,"4,43",7,,,50.77325333333334,3,55,0.0,0.0,0,0,18.0
1,0,7.0,https://profi.ru/profile/SabirovTG/,86.0,1,0,0,0,,,50.7126885,6,1,0.0,0.0,0,0,20.0
1,1,7.0,https://profi.ru/profile/SabirzanovAS/,2.0,1,0,"5,0",3,,,70.35963891666667,0,8,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/SabirzyanovAR3/,130.0,1,0,"4,0",3,,,50.78677,0,0,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/SabirzyanovII2/,126.0,1,0,"5,0",1,,,50.764805,0,0,0.0,0.0,0,0,
0,1,5.0,https://profi.ru/profile/SabitovBG/,85.0,1,0,0,0,,,50.718525,0,13,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/SadrievRS/,85.0,0,0,"4,95",340,,,50.76626000000001,0,0,0.0,1.0,0,0,87.0
0,1,17.0,https://profi.ru/profile/SadriyevDI/,111.0,1,0,"5,0",2,,5.0,50.51508455555555,0,0,0.0,0.0,0,0,
1,0,5.0,https://profi.ru/profile/SadykovAM27/,127.0,1,0,0,0,,,50.756574,0,0,0.0,0.0,0,0,2.0
0,1,,https://profi.ru/profile/SafinRI11/,100.0,1,0,"5,0",1,,,50.776609,0,0,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/SafinTR6/,141.0,1,0,"4,0",1,,,50.78409933333333,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/SafinZR/,130.0,1,0,"5,0",1,,15.0,50.5265364,0,0,0.0,0.0,0,0,5.0
1,0,6.0,https://profi.ru/profile/SafiulinIG/,50.0,1,0,"4,92",12,,,50.7479685,0,0,1.0,0.0,0,0,76.0
0,1,12.0,https://profi.ru/profile/SagdullinLF/,178.0,0,0,"5,0",8,300.0,5.0,50.35116283333334,0,15,1.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/SagirovRR2/,51.0,1,0,0,0,,,50.7888755,0,0,0.0,0.0,0,0,13.0
1,0,30.0,https://profi.ru/profile/SaifeevAI/,122.0,0,24,"4,25",4,,,50.796474,0,0,0.0,0.0,0,0,
0,0,5.0,https://profi.ru/profile/SalihovAI4/,86.0,1,0,"5,0",2,,,50.7818346,0,4,0.0,0.0,0,0,64.0
1,0,13.0,https://profi.ru/profile/SalikhovIK/,9.0,0,0,"4,82",90,,,50.62717408333333,0,4,1.0,0.0,0,0,
1,0,19.0,https://profi.ru/profile/SalimbayevDS/,147.0,1,0,"5,0",10,,,50.694555,0,4,0.0,0.0,0,0,
1,0,16.0,https://profi.ru/profile/SalimgarayevIM/,153.0,1,0,0,0,,,50.68447566666666,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/SalmanovAM2/,15.0,1,0,"4,88",34,,10.0,50.5820467,2,0,0.0,1.0,0,0,
1,0,7.0,https://profi.ru/profile/SalyayevAS2/,32.0,1,0,0,0,,,50.93406,0,0,0.0,0.0,0,0,2.0
0,1,17.0,https://profi.ru/profile/SamigullinAA/,72.0,0,0,"5,0",2,,,50.79198,0,0,0.0,0.0,0,0,
1,0,9.0,https://profi.ru/profile/SamoylovAA8/,129.0,1,0,"5,0",4,,,50.736776,0,0,0.0,0.0,0,0,
1,0,4.0,https://profi.ru/profile/SapparovRI/,104.0,1,0,0,0,,,50.7671342,0,0,0.0,0.0,0,0,50.0
1,0,3.0,https://profi.ru/profile/SattarovAN7/,152.0,1,0,0,0,,,50.504114,0,0,0.0,0.0,0,0,
0,0,7.0,https://profi.ru/profile/SattarovRS2/,90.0,0,0,"4,56",48,,,50.65717966666667,5,8,0.0,1.0,1,0,82.0
1,0,5.0,https://profi.ru/profile/SavelevAV55/,95.0,1,0,0,0,,,50.700478,0,0,0.0,0.0,0,0,64.0
1,0,7.0,https://profi.ru/profile/SavgildinKV/,108.0,0,0,"4,84",123,,,50.7703542,0,0,0.0,0.0,0,0,80.0
0,1,11.0,https://profi.ru/profile/SaydelovRA/,145.0,1,0,"4,67",3,,,50.75080566666667,0,0,0.0,0.0,0,0,
1,0,5.0,https://profi.ru/profile/ScherbakovFV/,5.0,1,0,"5,0",28,,,50.65990300000001,0,1,0.0,0.0,0,0,60.0
1,0,1.0,https://profi.ru/profile/SemenovKG3/,165.0,1,0,0,0,,,50.66469333333333,0,0,0.0,0.0,0,0,12.0
0,0,,https://profi.ru/profile/SemenychevSV/,103.0,1,0,"4,0",3,,,50.684257,0,0,0.0,0.0,0,0,21.0
1,0,3.0,https://profi.ru/profile/SemenyukNS2/,105.0,1,0,0,0,,,50.7733806,0,0,0.0,0.0,0,0,
0,1,3.0,https://profi.ru/profile/SergeyevMV24/,64.0,0,0,"4,69",13,1000.0,5.0,50.464361,5,0,1.0,0.0,0,0,
1,0,13.0,https://profi.ru/profile/SergeyevVA34/,154.0,1,0,0,0,,,50.75817375,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/SergeyevVM8/,112.0,1,0,0,0,,,50.76893975,0,0,0.0,0.0,0,0,42.0
0,0,10.0,https://profi.ru/profile/SevastyanovOV6/,96.0,1,0,0,0,,5.0,50.549325333333336,0,0,0.0,0.0,0,0,1.0
1,0,11.0,https://profi.ru/profile/SevostyanovOV5/,151.0,1,0,"5,0",1,,,50.72429400000001,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/ShafiyevAF2/,159.0,1,0,0,0,,,50.63080966666666,0,2,0.0,0.0,0,0,19.0
1,0,5.0,https://profi.ru/profile/ShaidullinMR2/,79.0,1,0,"5,0",19,,,50.73523333333333,0,17,0.0,0.0,0,0,63.0
1,0,10.0,https://profi.ru/profile/ShaihutdinovFT/,93.0,1,0,"5,0",29,800.0,,50.53540555555556,0,9,0.0,0.0,0,0,
1,0,27.0,https://profi.ru/profile/ShaihutdinovRR/,88.0,1,36,"5,0",1,500.0,,50.8195965,0,0,0.0,0.0,0,0,
1,0,13.0,https://profi.ru/profile/ShaitanAS/,157.0,0,24,"4,53",89,,,50.63628,0,0,0.0,1.0,0,0,
1,0,6.0,https://profi.ru/profile/ShakarliMS/,64.0,1,0,"5,0",2,,5.0,50.796507000000005,0,2,0.0,0.0,0,0,
0,0,26.0,https://profi.ru/profile/ShakirovAM21/,56.0,1,0,"5,0",2,,,50.54255975,0,8,0.0,0.0,0,0,1.0
0,0,,https://profi.ru/profile/ShakirovEG/,44.0,1,12,"4,92",50,,,50.59489455555556,3,0,0.0,1.0,1,0,65.0
0,0,6.0,https://profi.ru/profile/ShakirovEI3/,155.0,1,0,0,0,150.0,,50.689871333333336,0,0,0.0,0.0,0,0,
1,0,24.0,https://profi.ru/profile/ShakirovIG/,71.0,1,0,"4,69",13,,,50.80012,0,4,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/ShakirovII2/,15.0,1,0,"4,98",1222,,,50.579190636363634,0,0,0.0,0.0,0,0,
1,1,9.0,https://profi.ru/profile/ShakirovII23/,139.0,1,0,"5,0",5,500.0,,50.492086666666665,0,7,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/ShakirovIR8/,134.0,1,0,"5,0",1,,,50.698433666666666,0,7,0.0,0.0,0,0,
1,0,4.0,https://profi.ru/profile/ShakirovRR29/,111.0,0,0,0,0,,,50.7603176,0,0,0.0,0.0,0,0,54.0
0,1,15.0,https://profi.ru/profile/ShakirovRR61/,121.0,1,0,"5,0",7,,100.0,50.80006,0,20,0.0,0.0,0,0,
0,1,7.0,https://profi.ru/profile/ShakirzyanovEI/,155.0,1,0,0,0,,,50.69126633333334,0,0,0.0,0.0,0,0,
0,0,15.0,https://profi.ru/profile/ShakurovEM/,92.0,1,0,0,0,,,50.7773522,0,0,0.0,0.0,0,0,70.0
0,0,,https://profi.ru/profile/ShamsutdinovAG2/,96.0,1,0,"5,0",10,,,50.76995839999999,0,6,0.0,0.0,0,0,62.0
1,0,6.0,https://profi.ru/profile/ShamsutdinovNI/,60.0,1,0,0,0,,,50.4623075,0,0,0.0,0.0,0,0,70.0
